Firm Name,Investment Sector,Location (City),Investment Stage,URL,linkedin-private-codex,linkedin-private-claude,linkedin-private-cursor
Portland Seed Fund,Diversified,"Portland, OR","Early Stage Venture, Seed",www.portlandseedfund.com,,,"https://www.linkedin.com/in/angelajackson, https://www.linkedin.com/in/jennlynch, https://www.linkedin.com/in/steve-eichenlaub-b0a0663, https://www.linkedin.com/in/skjain2, https://www.linkedin.com/in/jimhustonvc"
Powerplant Ventures,Food,"Manhattan Beach, CA","Expansion / Late Stage, Venture (General)",www.powerplantvc.com,,,
Precursor Ventures,"Technology, Software, Internet","San Francisco, CA","Early Stage, Early Stage: Seed",www.precursorvc.com,https://www.linkedin.com/in/chudson,,https://www.linkedin.com/in/chudson
Presence Capital,"Technology, Gaming","San Francisco, CA","Early Stage, Early Stage: Start-up",www.presencecap.com,"https://www.linkedin.com/in/amittmahajan, https://www.linkedin.com/in/bragiel, https://www.linkedin.com/in/paulbragiel",,"https://www.linkedin.com/in/amittmahajan, https://www.linkedin.com/in/bragiel, https://www.linkedin.com/in/paulbragiel"
priceline.come,"Technology, Travel","Norwalk, CT",Early Stage Venture,www.priceline.com,,,https://www.linkedin.com/in/anatsherry
Primary Venture Partners,"Finance, E-Commerce, SaaS","New York, NY",Seed,www.primary.vc,,,"https://www.linkedin.com/in/bradsvrluga, https://www.linkedin.com/in/benjaminsun, https://www.linkedin.com/in/jasonshuman, https://www.linkedin.com/in/cassyoung, https://www.linkedin.com/in/emily-man-02a1a486, https://www.linkedin.com/in/samtoole, https://www.linkedin.com/in/tobias-citron-65500b78, https://www.linkedin.com/in/sridharajay"
Progress Ventures,"Media, Marketing, Technology","Cambridge, MA","Debt, Early Stage Venture, Late Stage Venture, Seed",www.progressventures.com,,,"https://www.linkedin.com/in/kieley-taylor, https://www.linkedin.com/in/liz-hillman-stein, https://www.linkedin.com/in/sjurevics, https://www.linkedin.com/in/paulcheng, https://www.linkedin.com/in/jeremyhlavacek, https://www.linkedin.com/in/skykelley, https://www.linkedin.com/in/robdeichertjr, https://www.linkedin.com/in/kristin-wnuk-crawford-2752015, https://www.linkedin.com/in/branchm, https://www.linkedin.com/in/rosie-o-meara-61314115, https://www.linkedin.com/in/aribrandt, https://www.linkedin.com/in/scott-e-ernst, https://www.linkedin.com/in/stitt, https://www.linkedin.com/in/stephanievandenberg, https://www.linkedin.com/in/scott-clark-33491a46, https://www.linkedin.com/in/debstambaugh, https://www.linkedin.com/in/SamuelRueff, https://www.linkedin.com/in/therealdanpage, https://www.linkedin.com/in/iangreenblatt, https://www.linkedin.com/in/omerjilani, https://www.linkedin.com/in/drobbins2, https://www.linkedin.com/in/kerrylyons, https://www.linkedin.com/in/corymunchbach, https://www.linkedin.com/in/mako254, https://www.linkedin.com/in/karl-spangenberg-8549674"
Project 11 Ventures,"Technology, IT, Software, Internet, IT Security, IT Infrastructure","Lexington, MA","Early Stage, Early Stage: Seed",www.project11.com,,,
Promus Ventures,Diversified,"Chicago, IL","Buyout, Co-Investment, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",http://www.promusventures.com,"https://www.linkedin.com/in/mikecollett, https://lu.linkedin.com/in/johnlusk",,"https://www.linkedin.com/in/mikecollett, https://lu.linkedin.com/in/johnlusk"
Prosper Capital,"Technology, Healthcare, Consumer Products","St. Louis, MO","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.prosperstl.com,,,"https://www.linkedin.com/in/dj-hume-05160335,, https://www.linkedin.com/in/jaideepbalekar,, https://www.linkedin.com/in/hopekellas,, https://www.linkedin.com/in/mirabile-anthony,, https://www.linkedin.com/in/gabrieltrinca,, https://www.linkedin.com/in/krzysztof-chmiel-498421110"
PV Ventures,Diversified,"Colorado Springs, CO","Early Stage, Early Stage: Seed, Early Stage: Start-up",http://www.pvventuresllc.com,,,"https://www.linkedin.com/in/patricio-valdebenito-07787310,, https://www.linkedin.com/in/palanisamy-m-2523401b3,, https://www.linkedin.com/in/jeanette-mix-4030b017,, https://www.linkedin.com/in/avisekh-mohta,, https://www.linkedin.com/in/spyridon-nitsios-7611b52a"
Quest Venture Partners,"Business Services, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Palo Alto, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.questvp.com,"https://www.linkedin.com/in/andrewogawa, https://www.linkedin.com/in/mogawa, https://www.linkedin.com/in/mthooft, https://www.linkedin.com/in/takeshi-ito-109687b","https://www.linkedin.com/in/andrewogawa/, https://www.linkedin.com/in/mogawa, https://www.linkedin.com/in/mthooft, https://www.linkedin.com/in/takeshi-ito-109687b/","https://www.linkedin.com/in/andrewogawa, https://www.linkedin.com/in/mogawa, https://www.linkedin.com/in/mthooft, https://www.linkedin.com/in/takeshi-ito-109687b"
R7 Partners,"Enterprise Software, Finance, Transportation","Chicago, IL",Early Stage Venture,www.r7partners.com,,,"https://www.linkedin.com/in/thomasvwardiii, https://www.linkedin.com/in/william-c-george, https://www.linkedin.com/in/tylerengh, https://www.linkedin.com/in/willfurban"
Radicle,"Technology, Agriculture, Food","San Diego, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",http://www.radicle.vc,,,https://www.linkedin.com/in/nealgutterson
Radicle Impact Partners,"Financial Services, Agriculture, Energy, Food","Oakland, CA",Early Stage,www.radicleimpact.com,,,"https://www.linkedin.com/in/sameer-jain-cpa,, https://www.linkedin.com/in/corey-vernon-68069740,, https://www.linkedin.com/in/ami-naik-she-her-73912913,, https://www.linkedin.com/in/daniel-skaff-49932b13,, https://www.linkedin.com/in/jiaqi-song7,, https://www.linkedin.com/in/sarah-rizk-53607411"
Raptor Ventures,"Technology, Consumer, Sports and Media, Financial Services, Healthcare","Boston, MA","Early Stage Venture, Late Stage Venture, Seed",www.raptorventures.com,,,"https://www.linkedin.com/in/heyseankim,, https://www.linkedin.com/in/peter-najarian-7958867b,, https://www.linkedin.com/in/jordana-marx-4083515"
Reach Capital,"Education, Technology","Palo Alto, CA","Early Stage Venture, Seed",reachcap.com/,"https://www.linkedin.com/in/jencwu, https://www.linkedin.com/in/wayeechu, https://www.linkedin.com/in/shauntelpoulson, https://www.linkedin.com/in/tonycwan, https://www.linkedin.com/in/enzo-cavalie, https://www.linkedin.com/in/jcarolan",,"https://www.linkedin.com/in/jencwu, https://www.linkedin.com/in/wayeechu, https://www.linkedin.com/in/shauntelpoulson, https://www.linkedin.com/in/tonycwan, https://www.linkedin.com/in/enzo-cavalie, https://www.linkedin.com/in/jcarolan"
Red & Blue Ventures,"Technology, IT, Software, Hardware, Business Services","Philadelphia, PA","Early Stage, Early Stage: Seed",http://www.redandblue.vc,,,"https://www.linkedin.com/in/miaronson,, https://www.linkedin.com/in/allen-fogel,, https://www.linkedin.com/in/crosby-johnson-b96a01285,, https://www.linkedin.com/in/mark-anthony-1158a9205,, https://www.linkedin.com/in/josh-t-swanson,, https://www.linkedin.com/in/alex-v-179096171"
Red Dog Capital,"Technology, Telecoms, Healthcare, High-Tech, Software, Business Services","San Francisco, CA",Early Stage: Seed,http://www.reddogcap.com,,,https://www.linkedin.com/in/ed-kim-8a36537
Red Sea Ventures,"Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","New York, NY","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.redseaventures.com,,,"https://www.linkedin.com/in/ittie-rehani-90605563,, https://www.linkedin.com/in/monica-levine-a6068355,, https://www.linkedin.com/in/daniel-buckman-,, https://www.linkedin.com/in/uzma-rehman-0385b856,, https://www.linkedin.com/in/namranaseer,, https://www.linkedin.com/in/chhavi-anand-8717ba74, https://www.linkedin.com/in/scottbirnbaum1,, https://www.linkedin.com/in/ken-lau,, https://www.linkedin.com/in/rachel-aboodi-759303149"
Red Swan Ventures,"Consumer Products, Retail","New York, NY",Early Stage: Seed,http://www.redswan.vc,,,"https://www.linkedin.com/in/z-wiener,, https://www.linkedin.com/in/andyrdunn,, https://www.linkedin.com/in/jmcluff,, https://www.linkedin.com/in/psarva,, https://www.linkedin.com/in/shankarbhargava,, https://www.linkedin.com/in/andrew-kass-857269"
Refactor Capital,"Software, Healthcare IT","Burlingame, CA","Early Stage, Early Stage: Seed, Venture (General)",https://www.refactor.com,https://www.linkedin.com/in/zalzally,,https://www.linkedin.com/in/zalzally
Refinery,"Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Cincinnati, OH","Early Stage, Venture (General)",www.refinery.com,,,"https://www.linkedin.com/in/timschigel,, https://www.linkedin.com/in/peter-schmidt-17kc,, https://www.linkedin.com/in/pjgilligan,, https://www.linkedin.com/in/dr-aa-tang-36374418,, https://www.linkedin.com/in/william-butler-croutwater,, https://www.linkedin.com/in/businessmanathletemarine"
Reimagined Ventures,"Consumer Discretionary, Diversified, Healthcare, Information Technology","Los Angeles, CA","Early Stage, Venture (General)",N/A,,,
Reinventure Capital,"Diversified, Energy and Utilities, Healthcare","Boston, MA","Growth, Venture (General)",www.reinventurecapital.com,,,
Rembrandt Venture Partners,Financial Services,"San Francisco, CA","Early Stage Venture, Late Stage Venture, Private Equity, Seed",www.rembrandtvc.com,"https://www.linkedin.com/in/doug-schrier-7548942, https://www.linkedin.com/in/gmanuelian, https://www.linkedin.com/in/gordon-rausser-225420a, https://www.linkedin.com/in/mscottirwin, https://www.linkedin.com/in/pauline-duffy-8540401b",,"https://www.linkedin.com/in/doug-schrier-7548942, https://www.linkedin.com/in/gmanuelian, https://www.linkedin.com/in/gordon-rausser-225420a, https://www.linkedin.com/in/mscottirwin, https://www.linkedin.com/in/pauline-duffy-8540401b"
Remiges Ventures,"Pharmaceuticals, Biotechnology, Biomedical","Cambridge, MA",Early Stage,www.remigesventures.com,,,"https://www.linkedin.com/in/taro-inaba-33739a5,, https://www.linkedin.com/in/walter-olesiak-977ab33,, https://www.linkedin.com/in/stuarthwang,, https://www.linkedin.com/in/taka-koda-027a089,, https://www.linkedin.com/in/hiroshi-tamada-m-d-ph-d-mba-mph-2073b76,, https://www.linkedin.com/in/kazuhiko-nonomura-165601145"
Renaissance Venture Capital Fund,"Diversified, Healthcare, Information Technology","Ann Arbor, MI","Early Stage: Start-up, Fund of Funds, Venture (General)",www.renvcf.com,,,"https://www.linkedin.com/in/kimberly-reno-cpa-64864b74,, https://www.linkedin.com/in/sue-osinski-b55394a,, https://www.linkedin.com/in/shital-s-patel-8953718,, https://www.linkedin.com/in/kimberly-reno-a8789156,, https://www.linkedin.com/in/pam-gillis-40741116,, https://www.linkedin.com/in/kimberly-reno-a4b6a8151"
Resolute Capital Partners,"Business Services, Consumer Discretionary, Diversified, Food and Agriculture, Healthcare, Industrials, telecoms, Media, and Communications","Nashville, TN","Buyout, Expansion / Late Stage, Growth, Management Buyout, Mezzanine, Recapitalisation",resolutecap.com/,,,
Resolute Ventures,Diversified,"Wellesley, MA","Early Stage, Early Stage: Seed",http://www.resolute.vc,,,"https://www.linkedin.com/in/mikehirshland, https://www.linkedin.com/in/raananbarcohen, https://www.linkedin.com/in/rodi-guse-61439557, https://www.linkedin.com/in/saujin"
Resonant Venture Partners,"Manufacturing, IT, Energy, IT Infrastructure","Ann Arbor, MI","Early Stage, Early Stage: Seed, Early Stage: Start-up",http://www.resonantvc.com,,,"https://www.linkedin.com/in/deidre-laser-0920812b,, https://www.linkedin.com/in/nick-zolfo-0946128b"
Restless Ventures,N/A,"Milwaukee, WI",N/A,http://restlessventures.us/,,,
Rethink VC,"Technology, Education / Training","White Plains, NY","Early Stage, Growth, Venture (General)",www.rethink.vc,,,"https://www.linkedin.com/in/ty-lee-98a293154,, https://www.linkedin.com/in/pranav-modak,, https://www.linkedin.com/in/keranmiao,, https://www.linkedin.com/in/patriciocumming"
Revel Partners,"Technology, IT, Software, Internet, Marketing, Digital Media, Telecom Media, Advertising","New York, NY","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",http://www.revelpartners.com,,,"https://www.linkedin.com/in/joeapprendi, https://www.linkedin.com/in/thomasfalk, https://www.linkedin.com/in/john-vincent-8b399a61, https://www.linkedin.com/in/thomas-servatius, https://www.linkedin.com/in/chris-young-ab702515, https://www.linkedin.com/in/jefflunsford, https://www.linkedin.com/in/kimperell"
Richmond Global,"Clean Technology, Diversified, Information Technology, Telecoms, Media, and Communications","New York, NY","Early Stage, Early Stage: Seed, Growth",www.rglobalventures.com,,,"https://www.linkedin.com/in/david-frazee-592364,, https://www.linkedin.com/in/peter-kellner-05677,, https://www.linkedin.com/in/skotsantonis,, https://www.linkedin.com/in/martin-watts-1468b1165,, https://www.linkedin.com/in/jesusa-dionisio-702a0859,, https://www.linkedin.com/in/richmond-global-ba826827"
Right Side Capital Management,Technology,"San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.rightsidecapital.com,"https://www.linkedin.com/in/swiencicki, https://www.linkedin.com/in/braydenlander, https://www.linkedin.com/in/curtpabst, https://www.linkedin.com/in/davidlambert55, https://www.linkedin.com/in/jeff-pomeranz-9595785, https://www.linkedin.com/in/johneng, https://www.linkedin.com/in/kevinsdick, https://www.linkedin.com/in/leslie-riley-ba65132a4, https://www.linkedin.com/in/sabrinawaite, https://www.linkedin.com/in/samantha-lewis-89a73b1b",,"https://www.linkedin.com/in/swiencicki, https://www.linkedin.com/in/braydenlander, https://www.linkedin.com/in/curtpabst, https://www.linkedin.com/in/davidlambert55, https://www.linkedin.com/in/jeff-pomeranz-9595785, https://www.linkedin.com/in/johneng, https://www.linkedin.com/in/kevinsdick, https://www.linkedin.com/in/leslie-riley-ba65132a4, https://www.linkedin.com/in/sabrinawaite, https://www.linkedin.com/in/samantha-lewis-89a73b1b"
Rincon Venture Partners,"Business Services, Clean Technology, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Santa Barbara, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.rinconvp.com,,,"https://www.linkedin.com/in/nickiglesias,, https://www.linkedin.com/in/ninascustomerfirst,, https://www.linkedin.com/in/tyler-benko-443488183,, https://www.linkedin.com/in/linsey-padilla-66450694,, https://www.linkedin.com/in/deborah-ross-83415a10,, https://www.linkedin.com/in/slehavi"
Rise Capital,Internet,"San Francisco, CA","Early Stage, Expansion / Late Stage, Venture (General)",http://www.risecapital.com,,,"https://www.linkedin.com/in/daniel-e-1a6a1273,, https://www.linkedin.com/in/igiraudo,, https://www.linkedin.com/in/ryan-rabaglia,, https://www.linkedin.com/in/dianejmitchell,, https://www.linkedin.com/in/james-kuhnke-6a4782286,, https://www.linkedin.com/in/nancy-bonilla-101aa5162"
Riverwalk Capital,IT,"San Antonio, TX","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.geekdomfund.com,,,"https://www.linkedin.com/in/dondouglas, https://www.linkedin.com/in/michaelgirdley, https://www.linkedin.com/in/mitroy, https://www.linkedin.com/in/cwollak"
Rivet Ventures,"Consumer Discretionary, Food and Agriculture, Information Technology, Telecoms, Media, and Communications","San Francisco, CA",Early Stage,www.rivetventures.com,,,"https://www.linkedin.com/in/shadimeh,, https://www.linkedin.com/in/christinabrodbeck,, https://www.linkedin.com/in/nancy-wiley-86085635,, https://www.linkedin.com/in/steven-shapnik-12062195,, https://www.linkedin.com/in/bugarin-lizbeth-b32843337"
Rock Health,Healthcare IT,"San Francisco, CA","Early Stage: Seed, Early Stage: Start-up",www.rockhealth.com,"https://www.linkedin.com/in/abigail-tarquinio-076241178, https://www.linkedin.com/in/claire-egan-doyle, https://www.linkedin.com/in/donnahughes2022, https://www.linkedin.com/in/halimahasan, https://www.linkedin.com/in/jas0n-lei, https://www.linkedin.com/in/jesse-rivera-profile, https://www.linkedin.com/in/julia-a-croxen, https://www.linkedin.com/in/kalindishah, https://www.linkedin.com/in/kavya-tallapaka, https://www.linkedin.com/in/lucy-verheggen-40292118a, https://www.linkedin.com/in/madelynaknowles, https://www.linkedin.com/in/madhuguptaa, https://www.linkedin.com/in/megan-zweig, https://www.linkedin.com/in/mikayla-holzwarth, https://www.linkedin.com/in/mwrinkunas, https://www.linkedin.com/in/natasha-anik, https://www.linkedin.com/in/rachel-soffer-486434114, https://www.linkedin.com/in/rachelwhill, https://www.linkedin.com/in/rishabhsurendran, https://www.linkedin.com/in/saachi-jain, https://www.linkedin.com/in/taylor-zevanove-b89096137",,"https://www.linkedin.com/in/abigail-tarquinio-076241178, https://www.linkedin.com/in/claire-egan-doyle, https://www.linkedin.com/in/donnahughes2022, https://www.linkedin.com/in/halimahasan, https://www.linkedin.com/in/jas0n-lei, https://www.linkedin.com/in/jesse-rivera-profile, https://www.linkedin.com/in/julia-a-croxen, https://www.linkedin.com/in/kalindishah, https://www.linkedin.com/in/kavya-tallapaka, https://www.linkedin.com/in/lucy-verheggen-40292118a, https://www.linkedin.com/in/madelynaknowles, https://www.linkedin.com/in/madhuguptaa, https://www.linkedin.com/in/megan-zweig, https://www.linkedin.com/in/mikayla-holzwarth, https://www.linkedin.com/in/mwrinkunas, https://www.linkedin.com/in/natasha-anik, https://www.linkedin.com/in/rachel-soffer-486434114, https://www.linkedin.com/in/rachelwhill, https://www.linkedin.com/in/rishabhsurendran, https://www.linkedin.com/in/saachi-jain, https://www.linkedin.com/in/taylor-zevanove-b89096137"
Romulus Capital,"Business Services, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","Boston, MA","Early Stage, Early Stage: Seed",www.romuluscap.com,https://www.linkedin.com/in/krishnakgupta,,https://www.linkedin.com/in/krishnakgupta
Root Ventures,"Business Services, Food and Agriculture, Industrials, Information Technology, Infrastructure","San Francisco, CA","Early Stage, Growth, Venture (General)",www.root.vc,"https://www.linkedin.com/in/avidanross, https://www.linkedin.com/in/leeredwards",,"https://www.linkedin.com/in/avidanross, https://www.linkedin.com/in/leeredwards"
Rothenberg Ventures,"Business Services, Consumer Discretionary, Food and Agriculture, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.rothenbergventures.com,,,"https://www.linkedin.com/in/startupfinance,, https://www.linkedin.com/in/neildevani,, https://www.linkedin.com/in/mohsin-ali8448,, https://www.linkedin.com/in/anarghya-vardhana-b8540a27,, https://www.linkedin.com/in/srikrishnar,, https://www.linkedin.com/in/subhradip-biswas-152756186"
Router Ventures,Information Technology,"Omaha, NE","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.routerventures.com,,,
Rubicon VC,"Business Services, Consumer Discretionary, Food and Agriculture, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.rubicon.vc,,,"https://www.linkedin.com/in/moriyoshi-matsumoto-6282986b,, https://www.linkedin.com/in/pppatel,, https://www.linkedin.com/in/derekproudian"
SaaStr Fund,"Business Services, Information Technology","San Francisco, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.saastrfund.com,,,https://www.linkedin.com/in/axel-gg-451a131b2
Sandalphon Capital,"Business Services, Healthcare, Information Technology, Real Estate, Telecoms, Media, and Communications","Chicago, IL","Early Stage, Early Stage: Seed",www.sandalphoncapital.com,"https://www.linkedin.com/in/claude-cimeus-37550874, https://www.linkedin.com/in/ellisjr, https://cl.linkedin.com/in/domingoclaroc",,"https://www.linkedin.com/in/claude-cimeus-37550874, https://www.linkedin.com/in/ellisjr, https://cl.linkedin.com/in/domingoclaroc"
Sands Capital Ventures,"Technology, Biotechnology, Software","Arlington, VA","Early Stage, Expansion / Late Stage, Growth, Venture (General)",http://www.sandscapitalventures.com,,,"https://www.linkedin.com/in/ian-ratcliffe-4317aa3,, https://www.linkedin.com/in/bradhowlett,, https://www.linkedin.com/in/jonathan-goodman-4aa76240,, https://www.linkedin.com/in/tcmiller93"
Sapir Venture Partners,N/A,Israel/NYC/Boston,N/A,http://www.sapirvp.com/,,,
Schematic Ventures,"Information Technology within Supply Chain, Transportation, Manufacturing, Digital Industrial","New York, NY",Early Stage,https://schematicventures.com/,"https://www.linkedin.com/in/juliancounihan, https://www.linkedin.com/in/alexeyfreed",,"https://www.linkedin.com/in/juliancounihan, https://www.linkedin.com/in/alexeyfreed"
Science,"Retail, Media, Internet, Business Services, Telecom Media","Santa Monica, CA","Early Stage Venture, Seed",www.science-inc.com,,,https://www.linkedin.com/in/tom-dare-4a1005242
ScienceVest,Healthcare Tech,N/A,"Pre-Seed, Seed",http://www.sciencevest.com/,,,"https://www.linkedin.com/in/javiernoris, https://www.linkedin.com/in/jramphis"
Scout Ventures,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Telecoms, Media, and Communications","New York, NY","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.scoutventures.com,"https://www.linkedin.com/in/ambassador-kenneth-j-%E2%80%9Ckj%E2%80%9D-braithwaite-ba390511, https://www.linkedin.com/in/tim-kopra, https://www.linkedin.com/in/troy-lambeth-5688899",,"https://www.linkedin.com/in/ambassador-kenneth-j-%E2%80%9Ckj%E2%80%9D-braithwaite-ba390511, https://www.linkedin.com/in/tim-kopra, https://www.linkedin.com/in/troy-lambeth-5688899"
Scrum Ventures,"Consumer Discretionary, Food and Agriculture, Healthcare, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage, Early Stage: Start-up, Growth",scrum.vc,"https://www.linkedin.com/in/takmiyata/ja, https://jp.linkedin.com/in/michael-hideki-matsumura-cfa-0987319, https://www.linkedin.com/in/michael-yan-8564b83bb",,"https://www.linkedin.com/in/takmiyata/ja, https://jp.linkedin.com/in/michael-hideki-matsumura-cfa-0987319, https://www.linkedin.com/in/michael-yan-8564b83bb"
Seattle Angel Fund,Diversified,"Seattle, WA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.seattleangelfund.net,,,"https://www.linkedin.com/in/seattleangelfund,, https://www.linkedin.com/in/jeffdenenholz,, https://www.linkedin.com/in/fred-stutzer-a310588b,, https://www.linkedin.com/in/alex-modelski-3a923"
Serra Ventures,"Business Services, Clean Technology, Consumer Discretionary, Healthcare, Food and Agriculture, Industrials, Information Technology, Materials, Telecoms, Media, and Communication","Champaign/Chicago, IL","Early Stage, Early Stage: Seed, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.serraventures.com,,,"https://www.linkedin.com/in/robaschultz,, https://www.linkedin.com/in/jackmarck,, https://www.linkedin.com/in/timhoerr,, https://www.linkedin.com/in/alyssa-kolb-a47a2910,, https://www.linkedin.com/in/drew-beard-552703207,, https://www.linkedin.com/in/eric-wilson-67936a90"
Seven Peaks Ventures,"Diversified, Healthcare, Information Technology, Telecoms, Media, and Communications","Bend, OR","Early Stage: Seed, Early Stage: Start-up",www.sevenpeaksventures.com,,,"https://www.linkedin.com/in/dinovendetti, https://www.linkedin.com/in/tgonser, https://www.linkedin.com/in/joseph-franzi-0b41a2b7"
Seyen Capital,"Business Services, Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","Chicago, IL","Expansion / Late Stage, Growth",www.seyencapital.com,,,
SG VC,"Technology, Financial Services, IT, Software, Internet","Beverly Hills, CA","Early Stage, Expansion / Late Stage, Venture (General)",http://www.sg-vc.com,,,https://www.linkedin.com/in/chancs
Shrug Capital,"Consumer Discretionary, Information Technology, Telecoms, Media, and Communications","San Francisco, CA","Early Stage, Early Stage: Start-up",www.shrug.vc,https://www.linkedin.com/in/nivdror,,https://www.linkedin.com/in/nivdror
Sierra Wasatch Capital,"Technology, Telecoms, Media, Internet, Entertainment, Marketing, Digital Media, Telecom Media, Advertising","Truckee, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up, Venture (General)",www.sierrawasatch.com,,,
Signia Ventures,Technology,"Menlo Park, CA","Early Stage, Early Stage: Seed, Early Stage: Start-up",www.signiaventurepartners.com,,,"https://www.linkedin.com/in/sundhillon, https://www.linkedin.com/in/zawthet, https://www.linkedin.com/in/rlthompson"
Silicon Badia,Diversified,"New York, NY",Early Stage,https://www.siliconbadia.com/,,,
Silver Sail Capital,"Business Services, Consumer Discretionary, Diversified, Energy and Utilities, Food and Agriculture, Individuals","Los Angeles, CA","Buyout, Expansion / Late Stage",www.silversailcapital.com,,,
Sinewave Ventures,"Business Services, Consumer Discretionary, Healthcare, Industrials, Information Technology, Infrastructure, Telecoms, Media, and Communications","Palo Alto, CA/Washington, D.C.","Early Stage, Early Stage: Start-up, Expansion / Late Stage, Venture (General)",www.sinewave.vc,"https://www.linkedin.com/in/brian-hibbeln-46baa628, https://www.linkedin.com/in/charles-kleinsmith, https://www.linkedin.com/in/claire-pittman, https://www.linkedin.com/in/howardlevenson, https://www.linkedin.com/in/j-david-harris-364086205, https://www.linkedin.com/in/leah-rachman-617a9079, https://www.linkedin.com/in/maggieswells, https://www.linkedin.com/in/nikeshkalra, https://www.linkedin.com/in/olibby, https://www.linkedin.com/in/patricia-muoio-10037775, https://www.linkedin.com/in/yanevsuissa",,"https://www.linkedin.com/in/brian-hibbeln-46baa628, https://www.linkedin.com/in/charles-kleinsmith, https://www.linkedin.com/in/claire-pittman, https://www.linkedin.com/in/howardlevenson, https://www.linkedin.com/in/j-david-harris-364086205, https://www.linkedin.com/in/leah-rachman-617a9079, https://www.linkedin.com/in/maggieswells, https://www.linkedin.com/in/nikeshkalra, https://www.linkedin.com/in/olibby, https://www.linkedin.com/in/patricia-muoio-10037775, https://www.linkedin.com/in/yanevsuissa"
SK Ventures,FinTech,"San Francisco, CA",Seed Stage,http://skvcap.com/,,,
SkyDeck Fund,Information Technology,"San Mateo, CA","Angel, Series A/Round 1, Unspecified Round",www.skydeck.com,,,
Skyline Capital Partners,"Real Estate, Technology","San Francisco, CA",Early Stage,http://skylinecapitalpartners.com/,,,
Social Leverage,"Business Services, Consumer Discretionary, Information Technology, Real Estate, Telecoms, Media and Communications","San Diego, CA",Early Stage: Seed,www.socialleverage.com,"https://www.linkedin.com/in/ethan-berk, https://www.linkedin.com/in/evanrapoport1, https://www.linkedin.com/in/garybenitt, https://www.linkedin.com/in/howardlindzon, https://www.linkedin.com/in/kordell-theadford, https://www.linkedin.com/in/obermattj, https://www.linkedin.com/in/tom-peterson-78693715",,"https://www.linkedin.com/in/ethan-berk, https://www.linkedin.com/in/evanrapoport1, https://www.linkedin.com/in/garybenitt, https://www.linkedin.com/in/howardlindzon, https://www.linkedin.com/in/kordell-theadford, https://www.linkedin.com/in/obermattj, https://www.linkedin.com/in/tom-peterson-78693715"
Sofia Fund,"Business Services, Clean Technology, Consumer Discretionary, Healthcare, Information Technology, Materials, Telecoms, Media, and Communications","Minneapolis, MN","Early Stage, Expansion / Late Stage, Venture (General)",www.sofiafund.com,,,
SoGal Ventures,"Business Services, Consumer Discretionary, Healthcare, Information Technology","Los Angeles, CA",Early Stage: Start-up,www.sogalventures.com,,,
Sonoma Brands,"Consumer Products, Food","Sonoma, CA",Venture (General),http://www.sonomabrands.com,,,https://www.linkedin.com/in/sonomabrands
Source Capital,"Technology, Healthcare, IT, Internet, Leisure","Atlanta, GA","Divestiture, Growth, Management Buyout, Mezzanine, Recapitalisation",www.source-cap.com,,,
South Ventures,"Media, Financial Services, High-Tech, Software, Internet, Computer Services, Diversified, Education / Training, Marketing, Clean Technology","Key Biscayne, FL","Early Stage: Seed, Early Stage: Start-up, Venture (General)",http://www.sthventures.com/en,,,"https://www.linkedin.com/in/bryantclark,, https://www.linkedin.com/in/richard-veal-44274b24,, https://www.linkedin.com/in/linda-roberts-1590b468,, https://www.linkedin.com/in/davidsouthconsulting,, https://www.linkedin.com/in/chiragshah28,, https://www.linkedin.com/in/paulkudlow,, https://www.linkedin.com/in/salman-hashim"
Splash Ventures,Diversified,"Los Angeles, CA",Early Stage: Start-up,www.splash.ventures,,,
Spyder Capital,N/A,"Short Hills, NJ",N/A,http://www.spydercap.com/,,,
